bill_id,history_trace
3174,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-02 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on C. & C. Read second time and amended."",""2023-03-02 >> Referred to Com. on C. & C."",""2023-03-06 >> Re-referred to Com. on C. & C."",""2023-03-29 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 0.) (March 29). Re-referred to Com. on APPR."",""2023-04-19 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Amend, and do pass as amended. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time and amended. Ordered returned to second reading."",""2023-05-22 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 75. Noes 0. Page 1928.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on E., U. & C."",""2023-06-20 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 13. Noes 0.) (June 20). Re-referred to Com. on APPR."",""2023-07-03 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> From committee: Do pass. (Ayes 7. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-08 >> Read third time and amended. Ordered to second reading."",""2023-09-11 >> Read second time. Ordered to third reading."",""2023-09-14 >> Read third time. Passed. Ordered to the Assembly. (Ayes 31. Noes 6. Page 2778.)."",""2023-09-14 >> In Assembly. Concurrence in Senate amendments pending."",""2023-09-14 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 76. Noes 0. Page 3589.)."",""2023-09-21 >> Enrolled and presented to the Governor at 3:30 p.m."",""2023-10-08 >> Vetoed by Governor."",""2024-01-03 >> Consideration of Governor's veto pending."",""2024-01-25 >> Consideration of Governor's veto stricken from file.""}"
3175,"{""2024-01-24 >> Read first time. To print."",""2024-01-25 >> From printer. May be heard in committee February 24."",""2024-02-05 >> Referred to Com. on M. & V.A."",""2024-04-10 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (April 9). Re-referred to Com. on APPR."",""2024-04-17 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2024-05-16 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 16)."",""2024-05-20 >> Read second time. Ordered to third reading."",""2024-05-21 >> Read third time. Passed. Ordered to the Senate. (Ayes 73. Noes 0.)"",""2024-05-22 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-29 >> Referred to Com. on M. & V.A.""}"
3176,"{""2023-02-17 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-21 >> From printer. May be acted upon on or after March 20."",""2023-03-01 >> Referred to Com. on TRANS."",""2023-04-03 >> Set for hearing April 25."",""2023-04-26 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 0. Page 904.) (April 25). Re-referred to Com. on APPR."",""2023-05-01 >> Set for hearing May 8."",""2023-05-04 >> May 8 hearing postponed by committee."",""2023-05-05 >> Set for hearing May 15."",""2023-05-15 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2023-05-16 >> Read second time. Ordered to third reading."",""2023-05-31 >> Read third time. Passed. (Ayes 21. Noes 8. Page 1384.) Ordered to the Assembly."",""2023-06-01 >> In Assembly. Read first time. Held at Desk."",""2023-06-15 >> Referred to Coms. on TRANS. and JUD."",""2023-06-19 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."",""2023-07-06 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (July 5). Re-referred to Com. on APPR."",""2023-08-23 >> August 23 set for first hearing. Placed on suspense file."",""2023-09-01 >> From committee: Do pass. (Ayes 16. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-13 >> Read third time. Passed. (Ayes 74. Noes 0. Page 3391.) Ordered to the Senate."",""2023-09-13 >> In Senate. Concurrence in Assembly amendments pending."",""2023-09-14 >> Assembly amendments concurred in. (Ayes 31. Noes 5. Page 2798.) Ordered to engrossing and enrolling."",""2023-09-21 >> Enrolled and presented to the Governor at 4 p.m."",""2023-10-08 >> Vetoed by the Governor."",""2023-10-08 >> In Senate. Consideration of Governor's veto pending."",""2024-01-25 >> Stricken from file."",""2024-01-25 >> Veto sustained.""}"
3177,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-02-23 >> Referred to Com. on HEALTH."",""2023-03-23 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (March 21)."",""2023-03-27 >> Read second time and amended."",""2023-03-28 >> Re-referred to Com. on APPR."",""2023-04-19 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 3.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 63. Noes 12. Page 1894.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on HEALTH."",""2023-06-14 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (June 14)."",""2023-06-15 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-06-26 >> In committee: Referred to APPR. suspense file."",""2023-09-01 >> From committee: Amend, and do pass as amended. (Ayes 5. Noes 2.) (September 1)."",""2023-09-01 >> Read second time and amended. Ordered returned to second reading."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-08 >> Read third time and amended. Ordered to second reading."",""2023-09-11 >> Read second time. Ordered to third reading."",""2023-09-12 >> Read third time. Passed. Ordered to the Assembly. (Ayes 30. Noes 7. Page 2639.)."",""2023-09-12 >> In Assembly. Concurrence in Senate amendments pending."",""2023-09-13 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 63. Noes 13. Page 3409.)."",""2023-09-21 >> Enrolled and presented to the Governor at 3:30 p.m."",""2023-10-07 >> Vetoed by Governor."",""2024-01-03 >> Consideration of Governor's veto pending."",""2024-01-25 >> Consideration of Governor's veto stricken from file.""}"
3178,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-23 >> Referred to Com. on L. & E."",""2023-03-23 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on L. & E. Read second time and amended."",""2023-03-27 >> Re-referred to Com. on L. & E."",""2023-04-27 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (April 26). Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 4.) (May 18)."",""2023-05-31 >> Ordered to inactive file at the request of Assembly Member Kalra."",""2024-01-22 >> Notice of intention to remove from inactive file given by Assembly Member Kalra."",""2024-01-23 >> From inactive file."",""2024-01-23 >> Ordered to third reading."",""2024-01-25 >> Read third time and amended. Ordered to third reading. (Page 3933.)"",""2024-01-29 >> Read third time. Passed. Ordered to the Senate. (Ayes 61. Noes 10. Page 3951.)"",""2024-01-29 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-01 >> Referred to Com. on L., P.E. & R."",""2024-06-05 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 4. Noes 1.) (June 5). Re-referred to Com. on APPR."",""2024-06-17 >> In committee: Referred to suspense file."",""2024-08-15 >> In committee: Held under submission.""}"
3179,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-02 >> Referred to Com. on E.S. & T.M."",""2023-03-06 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."",""2023-03-07 >> Re-referred to Com. on E.S. & T.M."",""2023-04-13 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."",""2023-04-17 >> Re-referred to Com. on E.S. & T.M."",""2023-04-17 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."",""2023-04-18 >> Re-referred to Com. on E.S. & T.M."",""2023-04-19 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (April 18). Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> In committee: Hearing postponed by committee."",""2024-01-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (January 18)."",""2024-01-22 >> Read second time. Ordered to third reading."",""2024-01-25 >> Read third time and amended. Ordered to third reading. (Page 3931.)"",""2024-01-29 >> Read third time. Passed. Ordered to the Senate. (Ayes 75. Noes 0. Page 3946.)"",""2024-01-29 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-01 >> Referred to Com. on E.Q."",""2024-06-05 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (June 5). Re-referred to Com. on APPR."",""2024-06-17 >> In committee: Referred to suspense file."",""2024-08-15 >> In committee: Held under submission.""}"
3180,"{""2023-02-09 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-10 >> From printer. May be acted upon on or after March 12."",""2023-02-22 >> Referred to Com. on RLS."",""2023-03-13 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2023-03-22 >> Re-referred to Coms. on E., U. & C. and ED."",""2023-04-03 >> Set for hearing April 18."",""2023-04-18 >> From committee: Do pass and re-refer to Com. on ED. (Ayes 16. Noes 0. Page 768.) (April 18). Re-referred to Com. on ED."",""2023-04-20 >> Set for hearing April 26."",""2023-04-26 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0. Page 935.) (April 26)."",""2023-04-27 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-05-02 >> Set for hearing May 8."",""2023-05-04 >> May 8 hearing postponed by committee."",""2023-05-05 >> Set for hearing May 15."",""2023-05-15 >> May 15 hearing: Placed on APPR suspense file."",""2023-05-16 >> Set for hearing May 18."",""2023-05-18 >> From committee: Do pass. (Ayes 7. Noes 0. Page 1168.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-22 >> Read third time. Passed. (Ayes 40. Noes 0. Page 1219.) Ordered to the Assembly."",""2023-05-23 >> In Assembly. Read first time. Held at Desk."",""2023-06-01 >> Referred to Coms. on NAT. RES. and ED."",""2023-06-12 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on NAT. RES."",""2023-06-20 >> From committee: Do pass and re-refer to Com. on ED. (Ayes 11. Noes 0.) (June 19). Re-referred to Com. on ED."",""2023-06-29 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (June 28)."",""2023-06-30 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-23 >> August 23 set for first hearing. Placed on suspense file."",""2023-09-01 >> Read second time and amended. Ordered to second reading."",""2023-09-01 >> From committee: Do pass as amended. (Ayes 11. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-12 >> Read third time. Passed. (Ayes 76. Noes 1. Page 3318.) Ordered to the Senate."",""2023-09-12 >> In Senate. Concurrence in Assembly amendments pending."",""2023-09-13 >> Assembly amendments concurred in. (Ayes 39. Noes 0. Page 2746.) Ordered to engrossing and enrolling."",""2023-09-20 >> Enrolled and presented to the Governor at 4:30 p.m."",""2023-10-08 >> In Senate. Consideration of Governor's veto pending."",""2023-10-08 >> Vetoed by the Governor."",""2024-01-25 >> Stricken from file."",""2024-01-25 >> Veto sustained.""}"
3181,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-02-23 >> Referred to Com. on HEALTH."",""2023-04-12 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 0.) (April 11). Re-referred to Com. on APPR."",""2023-04-26 >> From committee: Do pass. (Ayes 12. Noes 2.) (April 26)."",""2023-04-27 >> Read second time. Ordered to third reading."",""2023-05-01 >> Read third time. Passed. Ordered to the Senate. (Ayes 62. Noes 1. Page 1411.)"",""2023-05-02 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-05-10 >> Referred to Com. on HEALTH."",""2023-06-14 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (June 14)."",""2023-06-15 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-06-26 >> In committee: Referred to APPR. suspense file."",""2023-09-01 >> From committee: Amend, and do pass as amended. (Ayes 6. Noes 0.) (September 1)."",""2023-09-01 >> Read second time and amended. Ordered returned to second reading."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-07 >> In Assembly. Concurrence in Senate amendments pending. May be considered on or after September 9 pursuant to Assembly Rule 77."",""2023-09-07 >> Read third time. Passed. Ordered to the Assembly. (Ayes 39. Noes 0. Page 2486.)."",""2023-09-11 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 74. Noes 0. Page 3192.)."",""2023-09-15 >> Enrolled and presented to the Governor at 4 p.m."",""2023-10-07 >> Vetoed by Governor."",""2024-01-03 >> Consideration of Governor's veto pending."",""2024-01-25 >> Consideration of Governor's veto stricken from file.""}"
3182,"{""2023-02-16 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-17 >> From printer. May be acted upon on or after March 19."",""2023-03-01 >> Referred to Com. on E.Q."",""2023-03-07 >> Set for hearing March 29."",""2023-03-29 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 572.) (March 29). Re-referred to Com. on APPR."",""2023-04-10 >> Set for hearing April 17."",""2023-04-17 >> April 17 hearing: Placed on APPR suspense file."",""2023-05-12 >> Set for hearing May 18."",""2023-05-18 >> From committee: Do pass as amended. (Ayes 6. Noes 1. Page 1179.) (May 18)."",""2023-05-18 >> Read second time and amended. Ordered to second reading."",""2023-05-22 >> Read second time. Ordered to third reading."",""2023-05-24 >> Read third time. Passed. (Ayes 39. Noes 0. Page 1272.) Ordered to the Assembly."",""2023-05-25 >> In Assembly. Read first time. Held at Desk."",""2023-06-01 >> Referred to Com. on NAT. RES."",""2023-06-20 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (June 19)."",""2023-06-21 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-16 >> August 16 set for first hearing. Placed on suspense file."",""2023-09-01 >> From committee: Do pass as amended. (Ayes 11. Noes 0.) (September 1)."",""2023-09-01 >> Read second time and amended. Ordered to second reading."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-07 >> Read third time and amended."",""2023-09-07 >> Assembly Rule 69 suspended."",""2023-09-07 >> Ordered to third reading."",""2023-09-13 >> Read third time. Passed. (Ayes 74. Noes 0. Page 3463.) Ordered to the Senate."",""2023-09-13 >> In Senate. Concurrence in Assembly amendments pending."",""2023-09-14 >> Assembly amendments concurred in. (Ayes 39. Noes 0. Page 2847.) Ordered to engrossing and enrolling."",""2023-09-21 >> Enrolled and presented to the Governor at 4 p.m."",""2023-10-08 >> Vetoed by the Governor."",""2023-10-08 >> In Senate. Consideration of Governor's veto pending."",""2024-01-25 >> Veto sustained."",""2024-01-25 >> Stricken from file.""}"
3183,"{""2023-02-13 >> Read first time. To print."",""2023-02-14 >> From printer. May be heard in committee March 16."",""2023-03-16 >> Referred to Com. on L. GOV."",""2023-03-16 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."",""2023-03-20 >> Re-referred to Com. on L. GOV."",""2023-04-25 >> In committee: Hearing postponed by committee."",""2024-01-16 >> From committee: Amend, and do pass as amended. (Ayes 8. Noes 0.) (January 10)."",""2024-01-17 >> Read second time and amended. Ordered returned to second reading."",""2024-01-18 >> Read second time. Ordered to third reading."",""2024-01-25 >> Read third time. Passed. Ordered to the Senate. (Ayes 54. Noes 8. Page 3930.)"",""2024-01-25 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-01 >> Referred to Coms. on L. GOV. and JUD."",""2024-05-21 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-05-29 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on L. GOV."",""2024-06-05 >> In committee: Set, second hearing. Failed passage. Reconsideration granted.""}"
3184,"{""2023-02-16 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-17 >> From printer. May be acted upon on or after March 19."",""2023-03-01 >> Referred to Com. on HEALTH."",""2023-04-03 >> Set for hearing April 19."",""2023-04-20 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0. Page 831.) (April 19). Re-referred to Com. on APPR."",""2023-04-21 >> Set for hearing May 1."",""2023-05-01 >> May 1 hearing: Placed on APPR suspense file."",""2023-05-12 >> Set for hearing May 18."",""2023-05-18 >> From committee: Do pass. (Ayes 7. Noes 0. Page 1180.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-23 >> Ordered to special consent calendar."",""2023-05-25 >> Read third time. Passed. (Ayes 40. Noes 0. Page 1304.) Ordered to the Assembly."",""2023-05-25 >> In Assembly. Read first time. Held at Desk."",""2023-06-08 >> Referred to Com. on HEALTH."",""2023-06-12 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."",""2023-06-21 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To consent calendar. (Ayes 14. Noes 0.) (June 20). Re-referred to Com. on APPR."",""2023-08-23 >> August 23 set for first hearing. Placed on suspense file."",""2023-09-01 >> From committee: Do pass as amended. (Ayes 11. Noes 0.) (September 1)."",""2023-09-01 >> Read second time and amended. Ordered to second reading."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-12 >> In Senate. Concurrence in Assembly amendments pending."",""2023-09-12 >> Read third time. Passed. (Ayes 78. Noes 0. Page 3317.) Ordered to the Senate."",""2023-09-13 >> Assembly amendments concurred in. (Ayes 39. Noes 0. Page 2747.) Ordered to engrossing and enrolling."",""2023-09-20 >> Enrolled and presented to the Governor at 4:30 p.m."",""2023-10-07 >> Vetoed by the Governor."",""2023-10-07 >> In Senate. Consideration of Governor's veto pending."",""2024-01-25 >> Veto sustained."",""2024-01-25 >> Stricken from file.""}"
3185,"{""2023-02-17 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-21 >> From printer. May be acted upon on or after March 20."",""2023-03-01 >> Referred to Coms. on HUMAN S. and HOUSING."",""2023-03-13 >> Set for hearing April 17."",""2023-04-18 >> From committee: Do pass and re-refer to Com. on HOUSING with recommendation: To consent calendar. (Ayes 4. Noes 0. Page 749.) (April 17). Re-referred to Com. on HOUSING."",""2023-04-19 >> Set for hearing April 24."",""2023-04-25 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0. Page 875.) (April 24). Re-referred to Com. on APPR."",""2023-05-01 >> Set for hearing May 8."",""2023-05-08 >> May 8 hearing: Placed on APPR suspense file."",""2023-05-12 >> Set for hearing May 18."",""2023-05-18 >> From committee: Do pass. (Ayes 7. Noes 0. Page 1185.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-23 >> Ordered to special consent calendar."",""2023-05-25 >> In Assembly. Read first time. Held at Desk."",""2023-05-25 >> Read third time. Urgency clause adopted. Passed. (Ayes 40. Noes 0. Page 1206.) Ordered to the Assembly."",""2023-06-08 >> Referred to Com. on HUM. S."",""2023-06-21 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To consent calendar. (Ayes 8. Noes 0.) (June 20). Re-referred to Com. on APPR."",""2023-07-12 >> July 12 set for first hearing. Placed on APPR. suspense file."",""2023-09-01 >> From committee: Do pass. (Ayes 16. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-08 >> Re-referred to Com. on U. & E. pursuant to Assembly Rule 77.2."",""2023-09-08 >> Read third time and amended."",""2023-09-08 >> Ordered to third reading."",""2023-09-11 >> Re-referred to Coms. on U. & E. and APPR. pursuant to Assembly Rule 77.2."",""2023-09-11 >> Assembly Rule 56 suspended."",""2023-09-11 >> Joint Rule 62(a) suspended."",""2023-09-11 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (September 11). Re-referred to Com. on APPR."",""2023-09-13 >> From committee: Do pass. Ordered to consent calendar. (Ayes 13. Noes 0.) (September 13)."",""2023-09-13 >> Read second time. Ordered to consent calendar."",""2023-09-13 >> Read third time. Passed. (Ayes 76. Noes 0. Page 3459.) Ordered to the Senate."",""2023-09-13 >> In Senate. Concurrence in Assembly amendments pending."",""2023-09-14 >> Assembly amendments concurred in. (Ayes 26. Noes 6. Page 2847.) Ordered to engrossing and enrolling."",""2023-09-21 >> Enrolled and presented to the Governor at 4 p.m."",""2023-10-07 >> Vetoed by the Governor."",""2023-10-07 >> In Senate. Consideration of Governor's veto pending."",""2024-01-25 >> Stricken from file."",""2024-01-25 >> Veto sustained.""}"
3186,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-03-02 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on W., P., & W. Read second time and amended."",""2023-03-02 >> Referred to Com. on W., P., & W."",""2023-03-06 >> Re-referred to Com. on W., P., & W."",""2023-04-19 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 15. Noes 0.) (April 18). Re-referred to Com. on APPR."",""2023-05-03 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-31 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 2075.)"",""2023-06-01 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-14 >> Referred to Com. on N.R. & W."",""2023-06-21 >> In committee: Hearing postponed by committee."",""2023-07-03 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (July 3)."",""2023-07-05 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> From committee: Do pass. (Ayes 7. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-08 >> Ordered to special consent calendar."",""2023-09-12 >> In Assembly. Concurrence in Senate amendments pending."",""2023-09-12 >> Read third time. Passed. Ordered to the Assembly. (Ayes 39. Noes 0. Page 2687.)."",""2023-09-13 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 79. Noes 0. Page 3445.)."",""2023-09-21 >> Enrolled and presented to the Governor at 3:30 p.m."",""2023-09-30 >> Vetoed by Governor."",""2024-01-03 >> Consideration of Governor's veto pending."",""2024-01-25 >> Consideration of Governor's veto stricken from file.""}"
3187,"{""2023-02-01 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2023-02-02 >> From printer. May be acted upon on or after March 4."",""2023-02-09 >> Referred to Com. on RLS."",""2023-03-16 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2023-03-29 >> Re-referred to Com. on N.R. & W."",""2023-04-10 >> Set for hearing April 18."",""2023-04-19 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 10. Noes 0. Page 801.) (April 18). Re-referred to Com. on APPR."",""2023-04-21 >> Set for hearing May 1."",""2023-05-01 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8 and ordered to consent calendar."",""2023-05-02 >> Read second time. Ordered to consent calendar."",""2023-05-04 >> Read third time. Passed. (Ayes 37. Noes 0. Page 1004.) Ordered to the Assembly."",""2023-05-04 >> In Assembly. Read first time. Held at Desk."",""2023-05-11 >> Referred to Com. on NAT. RES."",""2023-06-13 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To consent calendar. (Ayes 10. Noes 0.) (June 12). Re-referred to Com. on APPR."",""2023-06-21 >> From committee: Do pass. Ordered to consent calendar. (Ayes 13. Noes 0.) (June 21)."",""2023-06-22 >> Read second time. Ordered to consent calendar."",""2023-06-27 >> Read third time. Passed. (Ayes 78. Noes 0. Page 2426.) Ordered to the Senate."",""2023-06-28 >> In Senate. Ordered to engrossing and enrolling."",""2023-07-05 >> Enrolled and presented to the Governor at 4 p.m."",""2023-07-13 >> Vetoed by the Governor."",""2023-07-13 >> In Senate. Consideration of Governor's veto pending."",""2024-01-25 >> Veto sustained."",""2024-01-25 >> Stricken from file.""}"
3188,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-09 >> Referred to Com. on P.E. & R."",""2023-03-13 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."",""2023-03-14 >> Re-referred to Com. on P.E. & R."",""2024-01-03 >> Re-referred to Com. on PUB. S. pursuant to Assembly Rule 96."",""2024-01-03 >> Re-referred to Com. on P.E. & R."",""2024-01-03 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."",""2024-01-09 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (January 9). Re-referred to Com. on APPR."",""2024-01-18 >> From committee: Do pass. To Consent Calendar. (Ayes 15. Noes 0.) (January 18)."",""2024-01-22 >> Read second time. Ordered to Consent Calendar."",""2024-01-25 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-01-25 >> Read third time. Passed. Ordered to the Senate. (Ayes 69. Noes 0. Page 3934.)"",""2024-05-01 >> Referred to Com. on PUB S."",""2024-06-04 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 0.) (June 4)."",""2024-06-05 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-06-17 >> In committee: Referred to suspense file."",""2024-08-15 >> In committee: Held under submission.""}"
